129,2,2,2,3,4,4,3,3,4,2
130,1,0,0,3,2,3,2,0,0,0
131,3,2,1,4,3,3,7,1,1,0
132,4,0,0,4,1,2,5,0,1,3
133,1,0,0,2,1,1,1,0,1,3
134,2,1,1,4,3,3,3,1,1,0
135,2,0,0,2,0,0,2,0,1,3
136,9,3,3,7,4,5,7,4,5,2
137,3,1,0,3,2,2,4,0,1,0
138,1,0,0,2,3,3,2,2,2,2
139,2,0,0,3,3,3,4,1,2,0
140,2,1,1,4,2,4,5,1,2,0
141,2,1,1,2,2,1,2,0,0,0
142,4,0,0,4,0,1,4,0,1,3
143,4,3,3,1,7,7,5,6,7,2
144,2,0,0,3,2,3,3,1,1,3
145,3,2,2,2,4,3,5,1,1,0
146,1,0,0,3,1,2,2,0,1,0
147,0,0,0,2,5,5,1,2,3,2
148,2,0,0,2,1,2,2,0,0,3
149,6,0,0,5,0,1,6,0,2,1
150,5,0,0,4,1,2,7,1,1,1
151,4,1,0,3,3,3,6,1,1,0
152,5,4,3,3,7,7,3,4,4,2
153,2,1,0,1,2,2,5,1,1,0
154,4,2,2,3,6,6,5,2,4,2
155,2,1,0,3,3,3,4,0,1,2
156,5,4,4,2,7,6,5,5,7,2
157,2,1,0,3,2,4,3,0,1,0
158,6,0,0,5,1,2,5,0,2,1
159,2,1,1,2,4,3,4,0,1,2
160,3,0,0,3,1,1,3,1,1,3
161,4,1,1,3,2,1,4,1,1,3
162,2,1,1,2,4,3,4,0,1,0
163,2,0,0,3,1,2,2,0,1,3
164,4,0,0,3,1,2,4,0,1,3
165,2,0,0,3,1,2,2,0,1,3
166,3,2,1,2,4,3,4,0,1,0
167,6,1,1,4,2,1,7,1,2,0
168,2,0,0,2,1,1,4,0,1,3
169,4,0,0,4,1,2,5,1,2,3
170,1,0,0,3,1,2,2,0,1,3
171,2,1,2,3,5,5,6,3,5,2
172,2,1,0,3,3,4,4,1,1,0
173,4,0,0,2,0,0,3,0,1,3
174,2,0,0,3,1,2,2,0,1,3
175,5,0,0,4,1,2,5,0,2,1
176,1,1,1,2,2,2,4,0,1,0
177,3,0,0,3,2,3,4,0,1,3
178,2,1,0,3,2,4,5,1,1,0
179,2,1,1,2,2,1,3,0,1,0
180,4,3,3,3,3,1,0,0,0,2
181,2,1,1,3,4,3,5,1,1,0
182,2,0,0,2,1,1,1,0,0,3
183,3,1,1,5,3,5,6,1,2,0
184,2,1,1,5,2,4,6,1,2,0
185,3,0,0,2,1,1,2,0,0,1
186,3,1,1,5,3,5,6,1,2,0
187,3,2,3,2,6,8,2,5,7,2
188,2,1,1,3,3,4,6,1,2,0
189,2,0,0,3,1,1,2,0,1,3
190,5,4,5,3,8,5,2,3,4,2
191,4,0,0,3,1,1,5,0,1,3
192,1,0,0,2,0,1,0,0,0,3
193,7,0,0,5,0,1,5,0,2,1
194,3,1,1,4,3,4,4,1,1,0
195,4,2,1,5,7,7,5,3,3,2
196,6,0,0,5,1,2,6,1,2,1
197,3,0,0,3,1,1,3,0,1,3
198,0,0,0,3,3,4,4,0,1,0
199,5,0,0,4,2,2,7,1,2,3
200,2,0,0,2,1,1,3,0,1,3
201,4,2,1,2,5,3,4,0,0,0
202,2,2,2,1,3,2,3,0,1,0
203,3,0,0,2,1,0,2,0,0,3
204,2,0,0,2,2,3,1,0,1,3
205,3,0,0,3,1,2,4,1,2,3
206,3,3,3,2,4,2,3,1,1,0
207,2,0,0,2,1,2,1,0,1,3
208,2,0,0,2,1,1,4,0,1,3
209,1,0,0,2,0,0,2,0,0,3
210,6,4,4,5,5,5,8,2,4,2
211,3,3,3,3,7,7,7,4,6,2
212,2,1,1,3,2,2,6,1,2,0
213,2,1,1,2,2,2,5,1,1,0
214,0,0,0,4,1,3,2,0,1,0
215,4,2,1,4,5,5,5,1,2,0
216,7,0,0,6,1,2,8,1,2,1
217,1,0,0,2,1,1,1,0,0,3
218,1,1,0,3,2,2,4,1,1,0
219,2,0,0,2,1,1,3,0,1,3
220,1,0,0,2,1,1,2,0,0,3
221,1,0,0,2,0,1,1,0,1,3
222,4,0,0,3,1,1,6,1,1,3
223,6,0,0,4,0,1,4,0,1,1
224,3,0,0,2,1,1,4,0,1,3
225,1,1,0,4,2,3,5,0,1,0
226,2,0,0,2,1,1,4,0,1,3
227,4,0,0,3,1,1,4,1,1,0
228,0,0,0,2,0,0,0,0,0,1
229,1,0,0,2,1,1,1,0,0,3
230,2,0,0,4,2,3,4,0,1,0
231,5,3,2,3,4,3,5,1,2,0
232,2,0,0,3,1,2,2,0,1,3
233,1,0,0,2,1,1,1,0,0,3
234,0,0,0,2,1,2,2,0,0,0
235,1,0,0,3,1,2,3,0,0,0
236,2,0,0,2,1,1,2,0,1,3
237,4,3,2,4,5,5,8,2,4,2
238,3,1,0,4,2,3,6,1,2,0
239,3,1,0,3,2,2,5,0,1,0
240,4,2,2,4,5,5,9,2,3,0
241,3,3,3,4,4,4,5,1,3,0
242,0,1,0,3,3,5,3,0,1,0
243,5,0,0,4,1,3,3,0,1,3
244,3,2,2,4,5,5,6,1,2,0
245,2,0,0,2,1,1,2,0,0,0
246,2,0,0,3,0,0,1,0,0,3
247,1,1,0,3,2,2,5,0,1,0
248,3,0,0,3,1,2,3,0,1,3
249,1,0,0,2,0,1,0,0,0,3
250,4,0,0,3,1,0,4,0,1,3
251,1,1,0,3,2,3,3,0,1,0
252,2,0,0,3,0,1,3,0,1,3
253,4,4,4,2,3,2,4,1,1,0
254,2,1,1,3,1,1,3,0,1,0
255,3,2,1,3,3,2,5,1,1,0
256,3,0,0,3,2,3,3,0,1,3
257,0,0,0,1,1,1,1,0,0,3
258,4,0,0,3,1,1,4,1,1,3
259,3,0,0,2,1,1,5,0,1,3
260,2,0,0,3,3,4,6,1,1,3
261,3,2,2,2,2,2,6,1,1,0
262,2,0,0,3,1,1,3,0,1,3
263,4,0,0,4,1,2,4,0,1,1
264,3,0,0,3,1,1,5,0,1,3
265,3,0,0,3,1,1,4,0,1,3
266,1,0,0,2,1,1,3,0,1,3
267,3,0,0,3,2,2,3,0,1,3
268,2,2,1,3,7,6,2,3,3,2
269,3,0,0,3,1,1,4,0,1,3
270,4,2,2,3,6,4,5,1,2,0
271,3,0,0,3,2,2,2,0,1,3
272,2,0,0,3,2,2,4,0,1,3
273,6,0,0,3,2,3,4,0,1,3
274,3,0,0,3,1,1,3,0,1,3
275,3,0,0,3,3,3,5,0,1,3
276,3,0,0,3,1,1,4,0,1,3
277,4,3,3,2,3,2,5,1,1,0
278,3,1,1,2,3,2,5,1,1,0
279,3,3,4,1,5,4,1,4,3,2
280,3,1,1,3,2,3,6,1,1,0
281,3,2,2,3,5,5,3,1,2,2
282,6,0,0,5,0,2,5,1,2,1
283,3,2,1,3,3,2,8,1,2,0
284,5,0,0,5,1,1,6,0,2,1
285,1,1,1,2,2,1,4,0,1,0
286,5,0,0,5,2,3,3,0,1,1
287,6,0,0,5,1,2,6,0,1,1
288,1,0,0,1,2,1,2,0,0,0
289,6,0,0,5,2,3,6,0,2,1
290,5,0,0,3,0,1,4,0,1,1
291,3,2,2,3,3,2,5,0,1,2
292,2,0,0,2,1,1,1,0,1,3
293,3,0,0,3,2,3,4,1,2,3
294,6,0,0,5,1,1,5,0,1,1
295,4,0,0,3,1,1,3,0,1,3
296,4,0,0,3,0,1,4,0,1,3
297,2,0,0,3,1,1,2,0,0,3
298,3,0,0,3,2,2,2,0,1,3
299,3,2,2,2,1,0,1,0,0,0
300,4,0,0,3,1,1,4,0,1,3
301,1,0,0,2,0,0,2,0,1,3
302,5,0,0,5,1,2,5,0,2,1
303,5,0,0,4,1,1,5,0,1,1
304,2,0,0,3,1,2,5,0,1,0
305,2,0,0,2,0,0,3,0,1,3
306,5,4,5,3,6,4,3,2,3,0
307,3,0,0,3,1,1,5,0,1,3
308,5,0,0,4,2,3,4,1,1,1
309,6,0,0,5,0,1,6,0,2,1
310,2,0,0,3,1,1,6,0,1,2
311,3,0,0,3,2,2,3,0,1,3
312,4,0,0,3,0,0,3,0,1,3
313,5,0,0,4,1,2,5,0,2,1
314,3,0,0,2,0,0,4,0,1,3
315,6,0,0,5,1,1,6,0,2,1
316,3,0,0,3,1,1,4,0,1,3
317,5,0,0,5,2,2,6,0,1,1
318,2,0,0,3,1,3,1,0,1,3
319,2,1,0,3,3,4,7,1,2,2
320,3,2,1,3,6,5,4,2,3,2
321,4,1,1,3,1,1,5,0,1,0
322,2,0,0,4,2,3,2,0,1,3
323,3,0,0,3,2,2,2,0,1,3
324,5,0,0,3,0,0,5,0,1,1
325,1,0,0,3,2,3,5,1,2,0
326,6,0,0,4,1,2,5,1,2,1
327,2,0,0,3,1,1,4,1,1,3
328,3,0,0,4,0,1,4,0,1,3
329,3,1,1,4,3,4,7,1,2,0
330,7,0,0,5,1,2,6,1,2,1
331,3,0,0,3,1,1,3,1,1,3
332,1,1,0,2,3,2,4,1,1,0
333,2,0,0,3,1,1,2,0,1,3
334,2,2,2,3,8,7,5,4,5,2
335,0,0,0,3,1,2,1,0,0,0
336,5,3,2,5,5,6,5,3,4,2
337,4,2,1,3,5,4,4,2,3,2
338,2,1,1,3,4,4,5,1,1,0
339,4,0,0,3,1,1,4,0,2,3
340,1,1,1,0,4,3,4,5,5,2
341,4,3,2,4,5,5,7,3,5,2
342,4,2,1,3,6,4,7,1,2,0
343,2,0,0,3,0,1,2,0,1,3
344,5,0,0,5,1,3,5,1,2,1
345,6,4,3,5,6,7,5,4,5,2
346,3,1,1,3,5,3,7,1,2,0
347,3,0,0,2,1,1,2,1,2,3
348,4,0,0,4,1,2,5,1,2,1
349,3,2,1,4,4,4,8,1,2,0
350,5,0,0,4,1,2,4,1,2,1
351,4,4,3,4,5,5,7,2,4,2
352,2,1,1,4,2,3,5,1,1,0
353,2,2,1,2,3,2,4,0,1,0
354,1,1,0,4,2,4,5,1,1,0
355,1,1,0,4,2,4,3,1,1,0
356,3,0,0,3,0,1,3,0,1,3
357,4,3,3,3,7,6,4,5,5,2
358,4,0,0,4,1,2,4,1,2,3
359,2,1,1,4,2,3,5,0,1,0
360,3,1,1,2,4,3,6,1,2,0
361,3,3,4,2,4,3,5,0,1,0
362,6,0,0,4,1,2,6,1,2,1
363,4,3,3,3,7,8,6,7,9,2
364,3,2,2,1,4,3,5,1,1,0
365,1,1,0,5,2,3,4,1,1,0
366,3,2,1,4,3,4,6,1,1,0
367,4,0,0,3,0,0,4,0,1,3
368,2,0,0,2,1,1,2,0,1,3
369,6,0,0,5,1,2,6,1,2,1
370,4,1,1,3,5,4,6,1,2,0
371,3,1,1,5,2,3,7,1,2,0
372,3,2,2,3,5,5,5,2,4,2
373,3,2,1,2,4,3,6,1,1,0
374,5,0,0,4,1,3,4,0,2,3
375,3,2,1,2,3,3,6,0,1,0
376,2,0,0,2,1,1,4,0,1,3
377,4,0,0,3,1,1,4,1,1,3
378,7,0,0,4,2,2,7,1,2,1
379,8,0,0,6,1,2,8,1,2,1
380,2,0,0,2,1,1,2,0,1,3
381,2,1,1,0,1,0,2,5,4,2
382,1,1,0,3,2,3,4,0,1,0
383,4,0,0,4,0,2,4,0,2,1
384,7,0,0,5,1,2,6,1,2,1
385,2,1,0,3,2,2,6,0,1,0
386,1,1,1,3,3,3,4,1,2,2
387,3,2,2,3,5,5,6,2,4,2
388,3,3,2,3,9,9,3,5,6,2
389,3,0,0,4,1,1,3,0,1,1
390,2,0,0,2,1,1,2,0,1,3
391,6,0,0,5,1,1,6,1,2,1
392,3,1,1,4,3,4,6,1,1,0
393,3,2,1,2,5,4,7,1,1,0
394,6,0,0,5,1,2,5,1,2,1
395,3,2,2,3,5,6,4,2,3,2
396,8,2,2,9,2,4,5,9,9,2
397,4,3,2,4,6,7,8,2,4,2
398,3,0,0,3,0,0,2,0,1,3
399,6,0,0,5,1,2,5,0,2,1
400,3,0,0,3,1,1,2,0,1,3
401,3,2,1,2,5,3,5,1,1,0
402,4,2,1,3,5,5,3,3,3,2
403,6,0,0,5,1,2,6,0,2,3
404,3,0,0,3,1,2,3,0,1,3
405,3,1,1,5,3,4,6,1,1,0
406,2,1,1,4,3,4,6,1,1,0
407,3,3,2,3,8,8,4,5,7,2
408,5,0,0,4,2,2,6,0,2,1
409,8,4,4,8,4,5,7,4,5,2
410,6,0,0,4,1,1,5,0,2,1
411,3,1,1,4,3,3,7,1,2,0
412,3,1,1,3,3,4,5,0,1,0
413,4,0,0,3,0,0,3,0,1,3
414,5,3,2,3,6,6,8,2,4,2
415,6,5,5,5,8,8,4,4,4,2
416,4,0,0,4,0,1,4,0,1,1
417,3,3,2,7,2,4,9,2,4,2
418,9,9,9,6,3,4,5,3,4,2
419,3,2,1,3,3,3,7,1,1,0
420,4,0,0,3,0,0,3,0,1,3
421,4,3,2,3,7,7,5,4,5,2
422,6,0,0,5,0,1,5,0,2,1
423,4,3,3,3,7,8,3,3,4,2
424,3,0,0,2,0,0,2,0,1,3
425,4,2,1,5,3,3,8,1,2,0
426,4,3,2,5,5,6,5,3,4,2
427,5,0,0,4,0,1,5,0,2,1
428,5,0,0,4,1,1,5,0,2,1
429,6,0,0,5,0,1,5,0,1,1
430,5,0,0,5,0,1,5,0,1,1
431,6,0,0,5,0,1,6,0,1,1
432,1,1,1,2,2,2,3,0,0,0
433,1,0,0,2,1,1,1,0,1,3
434,5,0,0,4,1,2,4,0,2,1
435,3,1,1,4,3,5,6,1,1,0
436,2,2,1,2,5,5,2,3,3,0
437,3,2,1,3,5,4,5,1,1,0
438,3,2,1,4,3,4,5,1,1,0
439,6,0,0,4,1,1,4,0,1,1
440,2,2,2,3,9,9,2,5,5,2
441,2,0,0,3,1,2,4,0,1,3
442,6,0,0,5,0,1,5,0,1,1
443,3,0,0,3,1,1,3,0,1,3
444,3,0,0,2,0,0,2,0,0,3
445,3,0,0,2,1,1,3,0,1,3
446,3,0,0,4,0,0,3,0,1,3
447,3,1,1,5,4,5,5,1,2,2
448,3,0,0,3,4,3,4,1,3,3
449,5,0,0,3,1,1,4,0,1,1
450,4,0,0,4,1,2,4,1,2,3
451,6,0,0,4,2,2,5,1,2,1
452,4,0,0,3,1,0,3,0,1,3
453,6,0,0,5,0,1,4,0,1,1
454,3,1,1,6,2,5,7,0,1,0
455,4,0,0,3,1,2,4,1,1,3
456,2,0,0,2,0,0,1,0,0,3
457,3,2,1,4,6,6,2,4,3,2
458,4,0,0,3,0,0,3,0,1,3
459,6,0,0,5,2,4,6,1,2,1
460,1,0,0,2,1,0,3,0,1,3
461,2,3,3,1,7,8,1,5,6,2
462,3,0,0,3,0,1,4,0,1,3
463,2,1,0,5,2,4,5,0,1,0
464,2,0,0,2,0,0,2,0,1,3
465,4,0,0,3,1,2,4,0,1,3
466,6,0,0,5,1,2,5,0,1,1
467,2,0,0,3,1,1,2,0,1,3
468,7,0,0,5,1,3,6,0,2,1
469,1,0,0,2,1,1,2,0,1,3
470,2,1,1,4,2,3,4,0,1,0
471,3,1,1,3,3,4,6,1,1,0
472,3,0,0,3,2,3,3,1,1,3
473,7,0,0,5,2,3,6,1,2,1
474,1,1,0,5,2,4,4,0,1,0
475,3,0,0,3,1,1,3,0,1,3
476,5,0,0,5,1,2,5,0,2,1
477,4,0,0,3,0,0,4,0,1,3
478,3,1,0,4,4,4,6,0,1,0
479,4,1,1,4,5,5,4,2,3,2
480,2,1,1,2,2,2,5,0,1,0
481,4,0,0,3,2,3,3,0,1,3
482,5,1,0,4,4,4,7,1,3,2
483,4,2,1,3,3,2,7,1,1,0
484,2,0,0,2,0,0,2,0,0,3
485,5,3,3,3,9,7,5,3,3,2
486,1,1,1,2,2,1,4,1,1,0
487,3,3,2,2,6,5,4,2,3,2
488,3,0,0,3,0,0,3,0,1,3
489,2,1,0,3,3,4,6,1,1,0
490,7,0,0,5,2,3,6,0,2,1
491,3,0,0,3,0,0,3,0,1,3
492,3,0,0,3,2,2,4,1,2,3
493,4,3,3,3,6,6,3,3,3,2
494,3,1,1,4,3,4,5,0,1,0
495,3,0,0,3,1,1,2,0,1,3
496,7,0,0,5,1,1,5,0,2,1
497,5,0,0,4,0,1,6,0,1,1
498,5,0,0,4,1,1,5,0,2,1
499,3,0,0,3,2,3,5,1,1,3
500,2,0,0,1,0,0,2,0,1,3
501,7,0,0,5,1,2,6,0,2,1
502,3,1,1,2,3,2,8,1,1,0
503,8,0,0,5,0,2,6,0,2,1
504,2,1,0,3,2,3,5,0,1,0
505,4,0,0,3,0,0,4,0,1,3
506,4,0,0,3,1,1,3,0,1,3
507,6,0,0,5,1,2,6,0,2,1
508,3,0,0,3,1,0,4,0,1,3
509,6,0,0,4,0,1,5,0,2,1
510,3,0,0,3,2,2,3,0,1,3
511,3,2,2,2,3,1,4,0,1,0
512,3,2,1,2,7,6,4,2,3,2
513,4,0,0,3,0,1,5,0,1,1
514,4,0,0,3,0,1,4,0,1,3
515,3,0,0,3,2,3,2,0,1,3
516,3,0,0,3,0,1,3,0,1,3
517,6,0,0,5,1,2,6,0,2,1
518,3,2,2,1,2,1,4,0,1,0
519,4,3,3,3,3,3,5,0,1,0
520,6,0,0,5,1,2,6,0,2,1
521,4,0,0,4,0,1,4,0,1,1
522,6,0,0,5,1,2,6,0,2,1
